fix.acid,vol.acid,citric,sugar,chlorides,free.sd,total.sd,density,pH,sulphates,alcohol,label
7,0.15,0.28,14.7,0.051,29,149,2,2.96,0.39,9,GOOD
6.6,0.61,0.01,1.9,0.08,8,25,2,3.69,0.73,10.5,BAD
5.6,0.16,0.27,1.4,0.044,53,168,2,3.28,0.37,10.1,GOOD
7.1,0.18,0.39,14.5,0.051,48,156,2,3.35,0.78,9.1,BAD
8.3,0.22,0.34,1.1,0.043,20,116,2,3,0.47,10.2,GOOD
6.6,0.23,0.32,1.7,0.024,26,102,2,3.29,0.6,11.8,GOOD
6.8,0.2,0.25,6.2,0.052,22,106,2,3.09,0.54,10.8,BAD
11.2,0.5,0.74,5.15,0.1,5,17,2,3.22,0.62,11.2,BAD
7.4,0.16,0.33,1.2,0.042,47,121,2,3.04,0.68,10.5,GOOD
7.4,0.27,0.48,1.1,0.047,17,132,2,3.19,0.49,11.6,GOOD
7.8,0.21,0.39,1.8,0.034,62,180,2,3.09,0.75,12.6,GOOD
7,0.36,0.3,5,0.04,40,143,2,3.33,0.42,12.2,GOOD
6.7,0.28,0.28,2.4,0.012,36,100,2,3.26,0.39,11.7,GOOD
7.5,0.3,0.32,1.4,0.032,31,161,2,2.95,0.42,10.5,BAD
6.8,0.22,0.31,1.4,0.053,34,114,2,3.39,0.77,10.6,GOOD
5,0.235,0.27,11.75,0.03,34,118,2,3.07,0.5,9.4,GOOD
8.3,0.655,0.12,2.3,0.083,15,113,2,3.17,0.66,9.8,BAD
7.9,0.18,0.49,5.2,0.051,36,157,2,3.18,0.48,10.6,GOOD
8.2,0.31,0.4,2.2,0.058,6,10,2,3.31,0.68,11.2,GOOD
5.9,0.18,0.29,4.6,0.032,68,137,2,3.21,0.38,11.3,GOOD
7.8,0.34,0.35,1.8,0.042,8,167,2,3.11,0.41,12.1,GOOD
5.1,0.23,0.18,1,0.053,13,99,1,3.22,0.39,11.5,BAD
6.8,0.28,0.44,11.5,0.04,58,223,2,3.22,0.56,9.5,BAD
6.4,0.47,0.4,2.4,0.071,8,19,2,3.56,0.73,10.6,GOOD
6.7,0.16,0.32,12.5,0.035,18,156,2,2.88,0.36,9,GOOD
9.8,0.42,0.48,9.85,0.034,5,110,2,2.87,0.29,10,BAD
10.5,0.28,0.51,1.7,0.08,10,24,2,3.2,0.89,9.4,GOOD
6.7,0.24,0.36,8.4,0.042,42,123,2,3.34,0.52,10.9,GOOD
7.5,0.59,0.22,1.8,0.082,43,60,2,3.1,0.42,9.2,BAD
6.8,0.16,0.36,1.3,0.034,32,98,2,3.02,0.58,11.3,GOOD
7.2,0.2,0.34,2.7,0.032,49,151,2,3.16,0.39,12.7,GOOD
7.5,0.42,0.31,1.6,0.08,15,42,2,3.31,0.64,9,BAD
6.6,0.52,0.08,2.4,0.07,13,26,2,3.4,0.72,12.5,GOOD
7.5,0.33,0.28,4.9,0.042,21,155,2,3.36,0.57,10.9,GOOD
6.3,0.33,0.42,17.2,0.037,57,170,2,3.26,0.57,9.4,GOOD
6.9,0.4,0.56,11.2,0.043,40,142,2,3.14,0.46,8.7,BAD
6.6,0.21,0.38,2.2,0.026,40,104,2,3.25,0.4,11.1,GOOD
5.8,0.2,0.16,1.4,0.042,44,99,1,3.23,0.37,12.2,GOOD
6.4,0.26,0.49,6.4,0.037,37,161,2,3.38,0.53,9.7,GOOD
8,0.19,0.36,1.8,0.05,16,84,2,3.15,0.45,9.8,GOOD
7.6,0.38,0.28,4.2,0.029,7,112,2,3,0.41,12.6,GOOD
8.3,0.3,0.49,3.8,0.09,11,24,2,3.27,0.64,12.1,GOOD
8.3,0.61,0.3,2.1,0.084,11,50,2,3.4,0.61,10.2,GOOD
7.6,0.2,0.3,14.2,0.056,53,212.5,2,3.14,0.46,8.9,GOOD
6.5,0.26,0.43,8.9,0.083,50,171,2,2.85,0.5,9,BAD
7.2,0.21,0.33,3,0.036,35,132,2,3.25,0.4,11,GOOD
9.1,0.28,0.49,2,0.059,10,112,2,3.15,0.46,10.1,BAD
7.6,0.48,0.37,1.2,0.034,5,57,2,3.05,0.54,10.4,BAD
6.9,0.41,0.33,10.1,0.043,28,152,2,3.2,0.52,9.4,BAD
12.3,0.5,0.49,2.2,0.089,5,14,3,3.19,0.44,9.6,BAD
6,0.28,0.35,1.9,0.037,16,120,2,3.16,0.69,10.6,BAD
6.8,0.25,0.27,10.7,0.076,47,154,2,3.05,0.38,9,BAD
7.8,0.56,0.19,1.8,0.104,12,47,2,3.19,0.93,9.5,BAD
6.3,0.3,0.2,3.7,0.039,34,132,2,3,0.38,10.7,BAD
7.3,0.26,0.49,5,0.028,32,107,2,3.24,0.54,10.8,GOOD
9.2,0.23,0.35,10.7,0.037,34,145,2,3.09,0.32,9.7,BAD
8,0.25,0.26,14,0.043,41,248,2,3.03,0.57,8.7,GOOD
8.3,0.27,0.34,10.2,0.048,50,118,2,3.18,0.51,10.3,BAD
7.4,0.19,0.49,6.7,0.037,15,110,2,3.2,0.38,11,GOOD
6,0.26,0.15,1.2,0.053,35,124,2,3.08,0.46,8.8,BAD
6.6,0.26,0.28,9.4,0.028,13,121,2,3.17,0.34,12.1,GOOD
6.4,0.31,0.28,1.5,0.037,12,119,2,3.32,0.51,10.4,GOOD
6.5,0.38,0.34,3.4,0.036,34,200,2,3.14,0.76,10,BAD
8.6,0.42,0.39,1.8,0.068,6,12,2,3.35,0.69,11.7,GOOD
10.9,0.32,0.52,1.8,0.132,17,44,2,3.28,0.77,11.5,GOOD
5.7,0.31,0.28,4.1,0.03,22,86,2,3.31,0.38,11.7,GOOD
7,0.24,0.18,1.3,0.046,9,62,2,3.38,0.47,10.1,BAD
7.9,0.29,0.49,2.2,0.096,21,59,2,3.31,0.67,10.1,GOOD
6.2,0.23,0.36,17.2,0.039,37,130,2,3.23,0.43,8.8,GOOD
6.9,0.21,0.28,2.4,0.056,49,159,2,3.02,0.47,8.8,GOOD
7.6,0.17,0.27,4.6,0.05,23,98,2,3.08,0.47,9.5,GOOD
5.6,0.66,0,2.5,0.066,7,15,2,3.52,0.58,12.9,BAD
8.7,0.82,0.02,1.2,0.07,36,48,2,3.2,0.58,9.8,BAD
7.5,0.53,0.06,2.6,0.086,20,44,2,3.38,0.59,10.7,GOOD
7.4,0.25,0.36,13.2,0.067,53,178,2,3.01,0.48,9,GOOD
7.9,0.25,0.35,6.7,0.039,22,64,2,2.93,0.49,10.7,BAD
9.1,0.28,0.48,1.8,0.067,26,46,2,3.32,1.04,10.6,GOOD
6.7,0.38,0.26,9.55,0.036,35,91,2,2.98,0.37,12.4,GOOD
6.8,0.21,0.31,2.9,0.046,40,121,2,3.07,0.65,10.9,GOOD
5.3,0.21,0.29,0.7,0.028,11,66,2,3.3,0.4,9.8,BAD
6.1,0.38,0.15,1.8,0.072,6,19,2,3.42,0.57,9.4,BAD
6.8,0.15,0.3,5.3,0.05,40,127,2,3.4,0.39,9.7,GOOD
6.5,0.22,0.72,6.8,0.042,33,168,2,3.12,0.36,9.2,GOOD
8.8,0.2,0.28,1.1,0.018,18,72,2,2.97,0.35,10.4,BAD
4.8,0.26,0.23,10.6,0.034,23,111,2,3.46,0.28,11.5,GOOD
6.5,0.44,0.49,7.7,0.045,16,169,2,3.11,0.37,8.7,GOOD
6.8,0.56,0.22,1.8,0.074,15,24,2,3.4,0.82,11.2,GOOD
8.5,0.49,0.11,2.3,0.084,9,67,2,3.17,0.53,9.4,BAD
10,0.23,0.27,14.1,0.033,45,166,2,2.72,0.43,9.7,GOOD
10.5,0.24,0.42,1.8,0.077,6,22,2,3.21,1.05,10.8,GOOD
10,0.59,0.31,2.2,0.09,26,62,2,3.18,0.63,10.2,GOOD
7.7,0.34,0.28,11,0.04,31,117,2,3.27,0.29,9.2,GOOD
6.9,0.22,0.31,6.3,0.029,41,131,2,3.08,0.49,10.8,GOOD
8.8,0.61,0.19,4,0.094,30,69,2,3.22,0.5,10,GOOD
6.4,0.23,0.35,4.6,0.039,43,147,2,3.18,0.4,11,GOOD
6.7,0.27,0.12,1.3,0.041,62,138,2,3.21,0.42,10,GOOD
6.9,0.21,0.81,1.1,0.137,52,123,2,3.03,0.39,9.2,GOOD
6.7,0.19,0.36,1.1,0.026,63,143,2,3.27,0.48,11,GOOD
6.2,0.45,0.73,7.2,0.099,47,202,2,3.21,0.43,9.2,BAD
7.3,0.3,0.34,2.7,0.044,34,108,2,3.36,0.53,12.8,GOOD
7.2,0.49,0.18,2.7,0.069,13,34,2,3.29,0.48,9.2,GOOD
10,0.35,0.47,2,0.061,6,11,2,3.23,0.52,12,GOOD
8.2,0.36,0.29,7.6,0.035,37,122,2,3.16,0.34,12,BAD
6.4,0.38,0.24,7.2,0.047,41,151,2,3.11,0.6,9.2,BAD
7,0.15,0.28,14.7,0.051,29,149,2,2.96,0.39,9,GOOD
6.7,0.3,0.29,2.8,0.025,37,107,2,3.31,0.63,11.3,GOOD
6.5,0.36,0.31,13.55,0.053,20,113,2,3.2,0.56,11,GOOD
8.3,1.02,0.02,3.4,0.084,6,11,2,3.48,0.49,11,BAD
6.4,0.31,0.27,7.4,0.049,48,169,2,3.27,0.45,11.1,GOOD
6.9,0.28,0.27,2.1,0.036,42,121,2,3.42,0.49,10.8,GOOD
6,0.25,0.4,5.7,0.052,56,152,2,3.16,0.88,10.5,GOOD
6.8,0.19,0.34,1.9,0.04,41,108,2,3.25,0.45,12.9,GOOD
10,0.44,0.49,2.7,0.077,11,19,2,3.23,0.63,11.6,GOOD
7.7,0.35,0.46,11.8,0.088,61,183,2,2.86,0.47,9,BAD
7.1,0.59,0.02,2.3,0.082,24,94,2,3.55,0.53,9.7,GOOD
6.7,0.2,0.24,6.5,0.044,28,100,2,3.12,0.33,10.2,GOOD
6.5,0.39,0.35,1.6,0.049,10,164,2,3.35,0.51,9.7,BAD
5.8,0.32,0.23,1.5,0.033,39,121,1,2.96,0.35,12,BAD
5.4,0.185,0.19,7.1,0.048,36,110,2,3.26,0.41,9.5,GOOD
7.2,0.53,0.14,2.1,0.064,15,29,2,3.35,0.61,12.1,GOOD
6.6,0.27,0.32,1.3,0.044,18,93,2,3.11,0.56,12.25,BAD
10.3,0.41,0.42,2.4,0.213,6,14,2,3.19,0.62,9.5,GOOD
6.6,0.24,0.38,12.75,0.034,8,74,2,3.1,0.57,12.9,GOOD
9.1,0.52,0.33,1.3,0.07,9,30,2,3.24,0.6,9.3,BAD
8.7,0.31,0.73,14.35,0.044,27,191,3,2.96,0.88,8.7,BAD
6.8,0.25,0.34,4.7,0.031,34,134,2,3.21,0.38,10.6,GOOD
7.8,0.22,0.36,1.4,0.056,21,153,2,3.2,0.53,10.4,GOOD
7.6,0.41,0.24,1.8,0.08,4,11,2,3.28,0.59,9.5,BAD
6.3,0.29,0.23,14.2,0.037,24,99,2,3.08,0.38,10.6,GOOD
7.5,0.61,0.2,1.7,0.076,36,60,2,3.1,0.4,9.3,BAD
7.9,0.2,0.49,1.6,0.053,15,144,2,3.16,0.47,10.5,BAD
6.8,0.22,0.37,15.2,0.051,68,178,2,3.4,0.85,9.3,GOOD
6.4,0.24,0.32,14.9,0.047,54,162,2,3.28,0.5,10.2,GOOD
6.3,0.98,0.01,2,0.057,15,33,2,3.6,0.46,11.2,GOOD
7,0.29,0.49,3.8,0.047,37,136,2,2.95,0.4,9.4,GOOD
6.2,0.1,0.41,1,0.04,17,76,1,3.14,0.56,11.4,GOOD
6.8,0.28,0.37,7,0.057,35,208,2,3.57,0.55,10.2,BAD
7,0.58,0.28,4.8,0.085,12,69,2,3.32,0.7,11,GOOD
9.6,0.77,0.12,2.9,0.082,30,74,2,3.3,0.64,10.4,GOOD
7,0.42,0.19,2.3,0.071,18,36,2,3.39,0.56,10.9,BAD
7.7,0.16,0.49,2,0.056,20,124,2,3.32,0.49,10.7,GOOD
7.8,0.42,0.26,9.2,0.058,34,199,2,3.14,0.55,9.3,GOOD
7.3,0.34,0.22,1.4,0.044,43,176,2,3.14,0.46,9.9,BAD
5.9,0.415,0.02,0.8,0.038,22,63,2,3.36,0.36,9.3,BAD
9.1,0.3,0.41,2,0.068,10,24,2,3.27,0.85,11.7,GOOD
7.1,0.26,0.34,14.4,0.067,35,189,2,3.07,0.53,9.1,GOOD
6.3,0.22,0.34,5,0.032,36,93,2,3.27,0.36,13.5,GOOD
7.5,0.71,0,1.6,0.092,22,31,2,3.38,0.58,10,GOOD
6.2,0.28,0.22,7.3,0.041,26,157,2,3.44,0.64,9.8,GOOD
6.9,0.25,0.35,1.3,0.039,29,191,2,3.13,0.52,11,GOOD
9.2,0.36,0.34,1.6,0.062,5,12,2,3.2,0.67,10.5,GOOD
6.8,0.26,0.26,2,0.019,23.5,72,2,3.16,0.47,11.8,GOOD
5.2,0.48,0.04,1.6,0.054,19,106,2,3.54,0.62,12.2,GOOD
6.1,0.27,0.31,1.5,0.035,17,83,2,3.32,0.44,11.1,GOOD
8.5,0.21,0.52,1.9,0.09,9,23,2,3.36,0.67,10.4,BAD
6.8,0.2,0.28,12.6,0.048,54,136,2,3.19,0.37,10.7,GOOD
7.1,0.29,0.28,9.3,0.048,50,141,2,3.13,0.49,10.3,GOOD
7.2,0.25,0.28,14.4,0.055,55,205,2,3.12,0.38,9,GOOD
5.9,0.2,0.23,1.5,0.037,38,93,2,3.36,0.49,12,GOOD
5.9,0.24,0.3,2,0.033,28,92,2,3.39,0.69,10.9,GOOD
6.8,0.31,0.42,6.9,0.046,50,173,2,3.19,0.46,9,BAD
8.2,0.61,0.45,5.4,0.03,15,118,2,3.14,0.34,9.6,BAD
6.2,0.2,0.33,5.4,0.028,21,75,2,3.36,0.41,13.5,GOOD
7.1,0.28,0.26,1.9,0.049,12,86,2,3.15,0.38,9.4,BAD
6.8,0.31,0.32,7.6,0.052,35,143,2,3.14,0.38,9,BAD
9.5,0.55,0.66,2.3,0.387,12,37,2,3.17,0.67,9.6,BAD
11.5,0.315,0.54,2.1,0.084,5,15,2,2.98,0.7,9.2,GOOD
7.9,0.4,0.3,1.8,0.157,2,45,2,3.31,0.91,9.5,GOOD
6.8,0.25,0.34,14,0.032,47,133,2,3.37,0.5,12.2,GOOD
6.4,0.17,0.34,1.5,0.091,42,135,2,3.25,0.49,9.6,GOOD
5.2,0.31,0.36,5.1,0.031,46,145,1,3.14,0.31,12.4,GOOD
6.9,0.2,0.3,4.7,0.041,40,148,2,3.16,0.35,10.2,GOOD
8,0.61,0.38,12.1,0.301,24,220,2,2.94,0.48,9.2,BAD
6.3,0.38,0.17,8.8,0.08,50,212,2,3.47,0.66,9.4,BAD
7.2,0.32,0.47,5.1,0.044,19,65,2,3.03,0.41,12.6,BAD
6.6,0.23,0.32,0.9,0.041,25,79,2,3.39,0.54,10.2,GOOD
7.8,0.6,0.26,2,0.08,31,131,2,3.21,0.52,9.9,BAD
8,0.42,0.17,2,0.073,6,18,2,3.29,0.61,9.2,GOOD
6.4,0.27,0.49,7.3,0.046,53,206,2,3.24,0.43,9.2,GOOD
6.1,0.41,0.2,12.6,0.032,54,136,2,2.91,0.43,10.6,GOOD
6.1,0.27,0.43,7.5,0.049,65,243,2,3.12,0.47,9,BAD
6.8,0.18,0.38,1.4,0.038,35,111,2,3.32,0.59,11.2,GOOD
8.4,0.56,0.04,2,0.082,10,22,2,3.22,0.44,9.6,BAD
6.2,0.24,0.22,7.9,0.053,45,149,2,3.23,0.52,9.3,BAD
6.8,0.36,0.32,1.6,0.039,10,124,2,3.3,0.67,9.6,BAD
6.7,0.42,0.39,12.1,0.04,61,248,2,3.31,0.58,9.7,BAD
7,0.32,0.29,7.6,0.025,35,124,2,3.15,0.65,12.8,GOOD
7.5,0.17,0.71,11.8,0.038,52,148,2,3.03,0.46,8.9,BAD
6.1,0.35,0.24,2.3,0.034,25,133,2,3.34,0.59,12,GOOD
5.7,0.26,0.24,17.8,0.059,23,124,2,3.3,0.5,10.1,BAD
5.7,0.265,0.28,6.9,0.036,46,150,2,3.36,0.44,10.8,GOOD
10.7,0.35,0.53,2.6,0.07,5,16,2,3.15,0.65,11,GOOD
6.6,0.22,0.23,17.3,0.047,37,118,2,3.08,0.46,8.8,GOOD
7.3,0.2,0.26,1.6,0.04,36,123,2,3.34,0.44,10.8,GOOD
6.7,0.33,0.49,1.6,0.167,20,94,2,3.11,0.5,11.4,GOOD
7,0.69,0.07,2.5,0.091,15,21,2,3.38,0.6,11.3,GOOD
5.8,0.12,0.21,1.3,0.056,35,121,2,3.32,0.33,11.4,GOOD
7.9,0.24,0.4,1.6,0.056,11,25,2,3.32,0.87,8.7,GOOD
7.2,0.17,0.41,1.6,0.052,24,126,2,3.19,0.49,10.8,BAD
6.2,0.35,0.29,3.9,0.041,22,79,2,3.1,0.59,12.0666666666667,GOOD
6.1,0.6,0,1.3,0.042,24,79,2,3.31,0.38,9.4,BAD
7,0.31,0.29,1.4,0.037,33,128,1,3.12,0.36,12.2,GOOD
5.9,0.21,0.23,7.9,0.033,22,130,2,3.38,0.59,10.9,GOOD
8,0.43,0.36,2.3,0.075,10,48,2,3.34,0.46,9.4,BAD
8.8,0.59,0.18,2.9,0.089,12,74,2,3.14,0.54,9.4,BAD
8.6,0.36,0.26,11.1,0.03,43.5,171,2,3.03,0.49,12,BAD
6,0.21,0.34,2,0.042,63,123,2,3.44,0.42,11.4,GOOD
5,0.4,0.5,4.3,0.046,29,80,2,3.49,0.66,13.6,GOOD
7.7,0.38,0.23,10.8,0.03,28,95,2,2.93,0.41,13.6,GOOD
7.8,0.39,0.42,2,0.086,9,21,2,3.39,0.66,11.6,GOOD
10.7,0.52,0.38,2.6,0.066,29,56,2,3.15,0.79,12.1,GOOD
7,0.4,0.25,1.8,0.05,51,189,2,3,0.55,11.4,GOOD
6.1,0.22,0.4,1.85,0.031,25,111,1,3.03,0.3,11.8,GOOD
6.2,0.23,0.36,17.2,0.039,37,130,2,3.23,0.43,8.8,GOOD
5.2,0.2,0.27,3.2,0.047,16,93,2,3.44,0.53,10.1,GOOD
6.9,0.19,0.35,1.7,0.036,33,101,2,3.21,0.54,10.8,GOOD
7.6,0.13,0.34,9.3,0.062,40,126,2,3.21,0.39,9.6,BAD
8.4,0.745,0.11,1.9,0.09,16,63,2,3.19,0.82,9.6,BAD
10.5,0.36,0.47,2.2,0.074,9,23,2,3.23,0.76,12,GOOD
7.7,0.24,0.27,1.8,0.051,52,190,2,3.23,0.5,10.8,GOOD
7.8,0.54,0.26,2,0.088,23,48,2,3.41,0.74,9.2,GOOD
8.6,0.34,0.36,1.4,0.045,11,119,2,3.17,0.47,9.4,BAD
7,0.32,0.31,6.4,0.031,38,115,2,3.38,0.58,12.2,GOOD
6.5,0.58,0,2.2,0.096,3,13,2,3.62,0.62,11.5,BAD
5.8,0.18,0.37,1.1,0.036,31,96,1,3.16,0.48,12,GOOD
6.5,0.13,0.27,2.6,0.035,32,76,2,3.21,0.76,11.3333333333333,GOOD
6,0.34,0.32,3.8,0.044,13,116,2,3.39,0.44,11.8,GOOD
5.1,0.165,0.22,5.7,0.047,42,146,2,3.18,0.55,9.9,GOOD
8.7,0.46,0.31,2.5,0.126,24,64,2,3.1,0.74,9.6,BAD
6,0.19,0.29,1.1,0.047,67,152,2,3.54,0.59,11.1,GOOD
8.9,0.595,0.41,7.9,0.086,30,109,2,3.27,0.57,9.3,BAD
7.4,0.59,0.08,4.4,0.086,6,29,2,3.38,0.5,9,BAD
6.6,0.58,0.02,2,0.062,37,53,2,3.35,0.76,11.6,GOOD
6.5,0.26,0.5,8,0.051,46,197,2,3.18,0.47,9.5,BAD
5.7,0.32,0.18,1.4,0.029,26,104,2,3.44,0.37,11,GOOD
6.5,0.21,0.51,17.6,0.045,34,125,2,3.2,0.47,8.8,GOOD
7.6,0.36,0.49,11.3,0.046,87,221,2,3.01,0.43,9.2,BAD
10.3,0.53,0.48,2.5,0.063,6,25,2,3.12,0.59,9.3,GOOD
6.4,0.45,0.07,1.1,0.03,10,131,2,2.97,0.28,10.8,BAD
6.1,0.38,0.14,3.9,0.06,27,113,2,3.07,0.34,9.2,BAD
7.8,0.29,0.36,7,0.042,38,161,2,3.26,0.37,11.2,GOOD
8.2,0.52,0.34,1.2,0.042,18,167,2,3.24,0.39,10.6,BAD
8.2,0.23,0.4,7.5,0.049,12,76,2,3.06,0.84,9.7,GOOD
6.9,0.31,0.32,1.2,0.024,20,166,2,3.05,0.54,9.8,GOOD
6.3,0.29,0.28,4.7,0.059,28,81,2,3.24,0.56,12.7,GOOD
6.3,0.27,0.49,1.2,0.063,35,92,2,3.38,0.42,12.2,GOOD
7.4,0.16,0.27,15.5,0.05,25,135,2,2.9,0.43,8.7,GOOD
4.8,0.34,0,6.5,0.028,33,163,2,3.36,0.61,9.9,GOOD
7.2,0.25,0.32,1.5,0.047,27,132,2,3.26,0.44,10.5,BAD
6.7,0.41,0.43,2.8,0.076,22,54,2,3.42,1.16,10.6,GOOD
10.7,0.22,0.56,8.2,0.044,37,181,2,2.87,0.68,9.5,GOOD
6.2,0.45,0.26,4.4,0.063,63,206,2,3.27,0.52,9.8,BAD
6.4,0.4,0.23,1.6,0.066,5,12,2,3.34,0.56,9.2,BAD
6.5,0.23,0.2,7.5,0.05,44,179,2,3.18,0.48,9.53333333333333,BAD
8.5,0.28,0.35,1.7,0.061,6,15,2,3.3,0.74,11.8,GOOD
5.9,0.37,0.14,6.3,0.036,34,185,2,3.17,0.63,9.8,BAD
7.6,0.28,0.39,1.9,0.052,23,116,2,3.25,0.4,10.4,GOOD
6.6,0.36,0.52,11.3,0.046,8,110,2,3.07,0.46,9.4,BAD
6,0.16,0.27,12,0.03,39,98,2,3.15,0.34,10.8,BAD
7.4,0.33,0.26,15.6,0.049,67,210,2,3.06,0.68,9.5,BAD
9.6,0.41,0.37,2.3,0.091,10,23,2,3.24,0.56,10.5,BAD
7.3,0.3,0.33,2.3,0.043,28,125,2,3.34,0.44,12.6,GOOD
6.1,0.25,0.18,10.5,0.049,41,124,2,3.14,0.35,10.5,BAD
7.8,0.26,0.44,1.3,0.037,43,132,2,3.18,0.65,10,BAD
8.1,0.2,0.4,2,0.037,19,87,2,3.12,0.54,11.2,GOOD
5,0.27,0.4,1.2,0.076,42,124,2,3.32,0.47,10.1,GOOD
6.8,0.24,0.35,6.4,0.048,44,172,2,3.29,0.55,10.5,GOOD
9.9,0.49,0.23,2.4,0.087,19,115,2,2.77,0.44,9.4,GOOD
7.5,0.35,0.37,2.5,0.066,29,89,1,3.14,0.42,12.7,GOOD
6.5,0.33,0.38,8.3,0.048,68,174,2,3.14,0.5,9.6,BAD
10.3,0.27,0.24,2.1,0.072,15,33,2,3.22,0.66,12.8,GOOD
6.9,0.115,0.35,5.4,0.048,36,108,2,3.32,0.42,10.2,GOOD
6.3,0.2,0.3,5.9,0.034,35,152,2,3.47,0.4,8.5,GOOD
6.2,0.25,0.39,1.3,0.051,42,135,2,3.23,0.4,11.1,GOOD
7.4,0.26,0.32,3.7,0.032,29,193,2,3.1,0.67,12.5,GOOD
6.4,0.21,0.44,7.4,0.045,47,182,2,3.24,0.46,9.1,BAD
7,0.65,0.02,2.1,0.066,8,25,2,3.47,0.67,9.5,GOOD
5,0.24,0.19,5,0.043,17,101,2,3.67,0.57,10,BAD
7.3,0.3,0.25,2.5,0.045,32,122,2,3.18,0.54,10.3,BAD
6.4,0.29,0.28,11.1,0.063,66,169,2,2.89,0.57,9,BAD
7.5,0.26,0.38,5.7,0.021,23,125,2,3.13,0.62,11.1,GOOD
5.9,0.22,0.38,1.3,0.046,24,90,2,3.2,0.47,10,GOOD
6.9,0.32,0.26,8.3,0.053,32,180,2,3.25,0.51,9.2,GOOD
6.4,0.25,0.3,5.5,0.038,15,129,2,3.14,0.49,9.6,GOOD
8.5,0.21,0.26,9.25,0.034,73,142,2,3.05,0.37,11.4,GOOD
9.9,0.27,0.49,5,0.082,9,17,2,3.19,0.52,12.5,GOOD
6.8,0.24,0.34,2.7,0.047,64.5,218.5,2,3.3,0.58,9.7,GOOD
7.1,0.17,0.4,14.55,0.047,47,156,2,3.34,0.78,9.1,GOOD
8.6,0.2,0.42,1.5,0.041,35,125,2,3.11,0.49,11.4,GOOD
6.5,0.28,0.33,15.7,0.053,51,190,2,3.22,0.51,9.7,GOOD
7.3,0.24,0.3,2.5,0.042,31,104,2,3.05,0.56,11.3,GOOD
8,0.42,0.32,2.5,0.08,26,122,2,3.22,1.07,9.7,BAD
6.3,0.41,0.18,3.5,0.027,23,109,2,3.34,0.54,12.8,GOOD
7.5,0.17,0.34,1.4,0.035,13,102,2,3.05,0.74,11,BAD
9.9,0.74,0.19,5.8,0.111,33,76,2,3.14,0.55,9.4,BAD
7.6,0.4,0.29,1.9,0.078,29,66,2,3.45,0.59,9.5,GOOD
6.2,0.3,0.17,2.8,0.04,24,125,2,3.01,0.46,9,BAD
7,0.24,0.3,4.2,0.04,41,213,2,3.28,0.49,11.8,GOOD
10.6,0.44,0.68,4.1,0.114,6,24,2,3.06,0.66,13.4,GOOD
6.9,0.29,0.32,5.8,0.04,16,112,2,3.04,0.58,11.2,BAD
8,0.16,0.36,1.5,0.033,14,122,2,3.2,0.39,10.3,BAD
7,0.21,0.37,7.2,0.042,36,167,2,3.26,0.56,9.8,GOOD
7.1,0.31,0.17,1,0.042,21,144,2,3.13,0.4,9.6,BAD
8.6,0.34,0.36,1.4,0.045,11,119,2,3.17,0.47,9.4,BAD
10.1,0.65,0.37,5.1,0.11,11,65,3,3.32,0.64,10.4,GOOD
8.1,0.87,0,3.3,0.096,26,61,3,3.6,0.72,9.8,BAD
7.4,0.18,0.3,8.8,0.064,26,103,2,2.94,0.56,9.3,BAD
6.8,0.28,0.4,22,0.048,48,167,3,2.93,0.5,8.7,BAD
7.2,0.23,0.38,14.3,0.058,55,194,2,3.09,0.44,9,GOOD
11.2,0.67,0.55,2.3,0.084,6,13,2,3.17,0.71,9.5,GOOD
7.4,0.24,0.36,2,0.031,27,139,2,3.28,0.48,12.5,GOOD
9.4,0.3,0.32,10.7,0.029,14,111,2,2.85,0.42,10.6,BAD
6.6,0.45,0.43,7.2,0.064,31,186,2,3.12,0.44,9.4,BAD
6.9,0.615,0.42,12,0.067,24,131,2,3.19,0.34,9.3,BAD
7.9,0.21,0.4,1.2,0.039,38,107,2,3.21,0.54,10.8,GOOD
6.9,0.24,0.37,6.1,0.027,38,112,2,3.19,0.34,12.4,GOOD
8.2,0.28,0.4,2.4,0.052,4,10,2,3.33,0.7,12.8,GOOD
6.6,0.24,0.24,8.6,0.034,25,135,2,3.33,0.59,10.3,GOOD
10.9,0.53,0.49,4.6,0.118,10,17,3,3.07,0.56,11.7,GOOD
8,0.715,0.22,2.3,0.075,13,81,2,3.24,0.54,9.5,GOOD
6.5,0.25,0.2,1.4,0.024,29,101,2,3.24,0.54,10.8,GOOD
6,0.51,0,2.1,0.064,40,54,2,3.54,0.93,10.7,GOOD
8.6,0.645,0.25,2,0.083,8,28,2,3.28,0.6,10,GOOD
6.7,0.13,0.57,6.6,0.056,60,150,2,2.96,0.43,9.4,GOOD
10.8,0.4,0.41,2.2,0.084,7,17,2,3.08,0.67,9.3,GOOD
6.4,0.15,0.44,1.2,0.043,67,150,2,3.14,0.73,11.2,GOOD
7.3,0.19,0.27,13.9,0.057,45,155,2,2.94,0.41,8.8,GOOD
6.3,0.21,0.29,11.7,0.048,49,147,2,3.22,0.38,10.8,BAD
8,0.27,0.57,10.4,0.053,18,134,2,3.12,0.68,9,BAD
7.1,0.22,0.33,2.8,0.033,48,153,1,3.15,0.38,12.7,GOOD
7.4,0.23,0.25,1.4,0.049,43,141,2,3.42,0.54,10.2,GOOD
11.3,0.37,0.5,1.8,0.09,20,47,2,3.15,0.57,10.5,BAD
